,index,coordinates,codeInsee,nom,adresse_ligne01,adresse_ligne02,adresse_ligne03,adresse_code_postal,adresse_commune,adresse_coordonnees,telephone,e_mail,url,zonage_commune
0,permanence_juridique-45208-01,"[2.730099, 47.998876]",45208,Point-justice - relais d’accès au droit du palais de justice de Montargis,84 rue du Général Leclerc,,,45200,MONTARGIS,"[2.730099, 47.998876]",02 38 87 59 00,,,['45208 Montargis']
1,permanence_juridique-45173-01,"[2.113064, 47.861755]",45173,Point-justice - Point d’accès au droit de la maison du département de Jargeau,1 A rue des maraichers,,,45150,JARGEAU,"[2.113064, 47.861755]",02 38 25 45 45,,,['45173 Jargeau']
2,permanence_juridique-45285-01,"[1.86886, 47.908836]",45285,Point-justice - France services,53 rue des A gates,,,45140,ST JEAN DE LA RUELLE,"[1.86886, 47.908836]",02 38 79 33 74,,,['45285 Saint-Jean-de-la-Ruelle']
3,permanence_juridique-45028-01,"[1.621013, 47.781128]",45028,Point-justice - France services,59 avenue de vendôme,,,45190,BEAUGENCY,"[1.621013, 47.781128]",02 38 44 67 77,,,['45028 Beaugency']
4,permanence_juridique-45155-01,"[2.628626, 47.685036]",45155,Point-justice - Point d’accès au droit de la mairie de Gien,"12, rue de l'hôtel de ville",,,45500,GIEN,"[2.628626, 47.685036]",02 38 29 80 00,,,['45155 Gien']
5,permanence_juridique-45224-01,"[2.051869, 48.068408]",45224,Point-justice - France services,Bureau de poste - 2 rue de la Pichardière,,,45170,NEUVILLE AUX BOIS,"[2.051869, 48.068408]",02 38 91 09 45,,,['45224 Neuville-aux-Bois']
6,permanence_juridique-45031-01,"[2.446853, 47.990549]",45031,Point-justice - France services,4 avenue de la Quiétude,,,45270,BELLEGARDE,"[2.446853, 47.990549]",02 38 90 90 75,,,['45031 Bellegarde']
7,permanence_juridique-45252-01,"[2.254211, 48.179388]",45252,Point-justice - France services,4 rue Prudhomme,,,45300,PITHIVIERS,"[2.254211, 48.179388]",02 38 40 52 60,,,['45252 Pithiviers']
8,permanence_juridique-45191-01,"[2.322788, 48.309601]",45191,Point-justice - France services,19/21 place du Martoy,,,45330,MALESHERBES,"[2.322788, 48.309601]",09 72 66 04 24,,,['45191 Malesherbes']
9,permanence_juridique-45085-01,"[2.844257, 47.831694]",45085,Point-justice - France services,8 chemin de la messe,,,45230,CHATILLON COLIGNY,"[2.844257, 47.831694]",02 18 69 31 13,,,['45085 Châtillon-Coligny']
10,permanence_juridique-45146-01,"[1.941492, 47.719022]",45146,Point-justice - France services,105 rue du Général Leclerc,,,45240,LA FERTE ST AUBIN,"[1.941492, 47.719022]",02 38 14 43 27,,,['45146 La Ferté-Saint-Aubin']
11,permanence_juridique-45315-01,"[2.374878, 47.76479]",45315,Point-justice - France services,32 boulevard Jeanne d'Arc,,,45460,SULLY SUR LOIRE,"[2.374878, 47.76479]",02 38 35 05 58,,,['45315 Sully-sur-Loire']
12,permanence_juridique-45248-01,"[1.694344, 48.047691]",45248,Point-justice - Point d’accès au droit de la mairie de Patay,"1, rue trianon",,,45310,PATAY,"[1.694344, 48.047691]",02 38 80 81 02,,,['45248 Patay']
13,permanence_juridique-45203-01,"[1.686065, 47.828721]",45203,Point-justice - France services,44 rue de Chateaudun,,,45130,MEUNG SUR LOIRE,"[1.686065, 47.828721]",02 18 21 29 29,,,['45203 Meung-sur-Loire']
14,permanence_juridique-45083-01,"[2.927123, 47.930432]",45083,Point-justice - France services,place du Château,,,45220,CHATEAU RENARD,"[2.927123, 47.930432]",02 38 28 04 05,,,['45083 Château-Renard']
15,permanence_juridique-45030-01,"[2.435716, 48.071706]",45030,Point-justice - France services,3 bis rue des Déportés,,,45340,BEAUNE LA ROLANDE,"[2.435716, 48.071706]",02 38 33 92 68,,,['45030 Beaune-la-Rolande']
16,permanence_juridique-45234-01,"[1.905647, 47.904747]",45234,Point-justice - relais d’accès au droit du palais de justice d'Orléans,"44, rue de la bretonnerie",,,45000,ORLEANS,"[1.905647, 47.904747]",02 38 74 58 34,,,['45234 Orléans']
17,permanence_juridique-45004-01,"[2.748712, 47.985357]",45004,Point-justice - France services,26 rue de la Pontonnerie,,,45200,VIGNEULLES LES HATTONCHATELS,"[2.748712, 47.985357]",02 38 07 30 72,,,['45004 Amilly']
18,permanence_juridique-37130-01,"[0.818552, 47.04143]",37130,Point-justice - France services,69 rue Aristide Briand,,,37240,LIGUEIL,"[0.818552, 47.04143]",02 47 94 03 45,,,['37130 Ligueil']
19,permanence_juridique-37003-02,"[0.982636, 47.412008]",37003,Point-justice - Point d’accès au droit de la Verrerie au Centre socioculturel Charles Péguy à Amboise,1 rue Rémy Belleau,,,37400,AMBOISE,"[0.982636, 47.412008]",02 47 57 29 56,,,['37003 Amboise']
20,permanence_juridique-37027-01,"[0.994311, 47.326271]",37027,Point-justice - France services,39 rue Gambetta,,,37150,BLERE,"[0.994311, 47.326271]",02 47 23 58 63,,,['37027 Bléré']
21,permanence_juridique-37003-01,"[0.984493, 47.413209]",37003,Point-justice - Point d’accès au droit de la Mairie d’Amboise,60 rue de la Concorde,,,37400,AMBOISE,"[0.984493, 47.413209]",02 47 23 47 23,,,['37003 Amboise']
22,permanence_juridique-37031-01,"[0.161907, 47.28535]",37031,Point-justice - France services,12 ter avenue Saint Nicolas,,,37340,BOURGUEIL,"[0.161907, 47.28535]",02 47 98 23 23,,,['37031 Bourgueil']
23,permanence_juridique-37233-01,"[0.724162, 47.394996]",37233,Point-justice - Point d’accès au droit de Saint Pierre des Corps,"Maison de quartier de l’Aubrière, rue de l’Aubrière",,,37700,ST PIERRE DES CORPS,"[0.724162, 47.394996]",02 47 63 43 20,,,['37233 Saint-Pierre-des-Corps']
24,permanence_juridique-37072-01,"[0.251754, 47.167644]",37072,Point-justice - Point d’accès au droit au CIAS de Chinon,14 rue Paul Huet,,,37500,CHINON,"[0.251754, 47.167644]",02 47 93 92 86,,,['37072 Chinon']
25,permanence_juridique-37123-01,"[0.409202, 47.324639]",37123,Point-justice - France services,7 place du 14 juillet,,,37130,LANGEAIS,"[0.409202, 47.324639]",02 47 96 90 89,,,['37123 Langeais']
26,permanence_juridique-37261-05,"[0.736496, 47.377888]",37261,Point-justice - Point d’accès au droit des Restaurants du Cœur de Tours,"Marché de Gros, avenue de Vatel",,,37000,TOURS,"[0.736496, 47.377888]",02 47 47 03 78,,,['37261 Tours']
27,permanence_juridique-37226-01,"[0.61423, 47.108591]",37226,Point-justice - France services,77 ave du Général de Gaulle,,,37800,STE MAURE DE TOURAINE,"[0.61423, 47.108591]",02 47 65 67 50,,,['37226 Sainte-Maure-de-Touraine']
28,permanence_juridique-37261-04,"[0.703229, 47.419236]",37261,Point-justice - Point d’accès au droit des jeunes de la Maison des droits de l’enfant de Tours,75 rue du Colombier,,,37100,TOURS,"[0.703229, 47.419236]",02 47 05 09 00,,,['37261 Tours']
29,permanence_juridique-37063-01,"[0.907835, 47.590054]",37063,Point-justice - France services,5 rue du Four Brûlé,,,37110,CHATEAU RENAULT,"[0.907835, 47.590054]",02 47 29 57 40,,,['37063 Château-Renault']
30,permanence_juridique-37261-06,"[0.712093, 47.375638]",37261,Point-justice - Point d’accès au droit de Rochepinard,"Espace de Vie Sociale, 16 jardin Guillaume Bouzignac",,,37000,TOURS,"[0.712093, 47.375638]",06 07 03 57 44,,,['37261 Tours']
31,permanence_juridique-37132-02,"[0.987601, 47.125263]",37132,Point-justice - France services,24 bis avenue du Général de Gaulle,,,37600,LOCHES,"[0.987601, 47.125263]",02 47 19 82 36,,,['37132 Loches']
32,permanence_juridique-37261-01,"[0.697471, 47.383528]",37261,Point-justice - Point d’accès au droit du Centre de vie du Sanitas à Tours,10 place Neuve,,,37000,TOURS,"[0.697471, 47.383528]",02 47 31 39 00,,,['37261 Tours']
33,permanence_juridique-37261-07,"[0.683083, 47.421122]",37261,Point-justice - France services,17-21 rue de Tourcoing,,,37100,TOURS NORD,"[0.683083, 47.421122]",02 47 21 64 54,,,['37261 Tours']
34,permanence_juridique-37261-03,"[0.682397, 47.389123]",37261,Point-justice - Point d’accès au droit des jeunes de la Maison des Adolescents de Tours,66 boulevard Béranger,,,37000,TOURS,"[0.682397, 47.389123]",02 47 22 20 69,,,['37261 Tours']
35,permanence_juridique-37001-01,"[0.727091, 46.940163]",37001,Point-justice - France services,"5, rue du vieux Marché",,,37160,DESCARTES GRAND PRESSIGNY PREUILLY SUR CLAISE,"[0.727091, 46.940163]",02 47 94 52 34,,,['37001 Abilly']
36,permanence_juridique-37196-01,"[0.325426, 47.012481]",37196,Point-justice - France services,3 place Louis XIII,,,37120,RICHELIEU,"[0.325426, 47.012481]",02 47 58 20 70,,,['37196 Richelieu']
37,permanence_juridique-37062-01,"[0.319436, 47.54851]",37062,Point-justice - France services,21 avenue du Général Leclerc,,,37340,CHATEAU LA VALLIERE,"[0.319436, 47.54851]",02 47 24 25 22,,,['37062 Château-la-Vallière']
38,permanence_juridique-37261-02,"[0.689781, 47.390085]",37261,Point-justice - relais d’accès au droit du Tribunal judiciaire de Tours,2 place Jean Jaurès,,,37000,TOURS,"[0.689781, 47.390085]",02 47 31 39 00,,,['37261 Tours']
39,permanence_juridique-37132-01,"[0.998394, 47.130228]",37132,Point-justice - Point d’accès au droit au CIAS de Loches,7 rue de Tours,,,37600,LOCHES,"[0.998394, 47.130228]",02 47 59 23 30,,,['37132 Loches']
40,permanence_juridique-56066-02,"[-3.602391, 48.139475]",56066,Point-justice - relais d'accès au droit de Gourin (deuxième site),"EPHAD, Résidence Menez Du, rue Ty Parc",,,56110,GOURIN,"[-3.602391, 48.139475]",02 97 27 39 63,,,['56066 Gourin']
41,permanence_juridique-56127-01,"[-2.283722, 48.084172]",56127,Point-justice - relais d'accès au droit Mauron,"Communauté de Communes, 1 place henri Thébault",,,56430,MAURON,"[-2.283722, 48.084172]",02 97 27 39 63,,,['56127 Mauron']
42,permanence_juridique-56130-01,"[-3.22215, 47.741554]",56130,Point-justice - relais d'accès au droit Merlevnez,"Communauté de Communes, PA Bellevue",,,56700,MERLEVENEZ,"[-3.22215, 47.741554]",02 97 64 75 65,,,['56130 Merlevenez']
43,permanence_juridique-56184-01,"[-2.449199, 47.682218]",56184,Point-justice - relais d'accès au droit de Questembert ,"locaux Questembert Communauté, 8 avenue de la gare",,,56230,QUESTEMBERT,"[-2.449199, 47.682218]",02 97 47 02 30,,,['56184 Questembert']
44,permanence_juridique-56240-01,"[-2.766907, 47.528802]",56240,Point-justice - relais d'accès au droit de Sarzeau,"Locaux de l'urbanisme, 5 place de Francheville",,,56370,SARZEAU,"[-2.766907, 47.528802]",02 97 47 02 30,,,['56240 Sarzeau']
45,permanence_juridique-56166-01,"[-3.334379, 47.915971]",56166,Point-justice - relais d'accès au droit Plouay,place du Vieux Château,,,56240,PLOUAY,"[-3.334379, 47.915971]",02 97 64 75 65,,,['56166 Plouay']
46,permanence_juridique-56206-01,"[-2.754999, 47.697549]",56206,Point-justice - relais d'accès au droit Etablissement Public de Santé Mentale de Saint-Avé,"EPSM de Saint-Avé, 22 rue de l'Hôpital",,,56890,ST AVE,"[-2.754999, 47.697549]",02 90 99 30 06,,,['56206 Saint-Avé']
47,permanence_juridique-56098-01,"[-3.338064, 47.766487]",56098,Point-justice - relais d'accès au droit Lanester,"Maison de la solidarité, 2 rue Jules Guesde",,,56600,LANESTER,"[-3.338064, 47.766487]",02 97 64 75 65,,,['56098 Lanester']
48,permanence_juridique-56121-03,"[-3.385134, 47.764416]",56121,Point-justice - relais d'accès au droit Keryado,"Centre social, 24 rue Kersabiec",,,56100,LORIENT,"[-3.385134, 47.764416]",02 97 64 75 65,,,['56121 Lorient']
49,permanence_juridique-56143-01,"[-2.474715, 47.560857]",56143,Point-justice - relais d'accès au droit de Muzillac,"Site communautaire Les Bruyères, rue du Hinly",,,56190,MUZILLAC,"[-2.474715, 47.560857]",02 97 47 02 30,,,['56143 Muzillac']
50,permanence_juridique-56178-01,"[-2.967485, 48.068517]",56178,Point-justice - Point d'accès au droit Association Centre d'accès au droit Nord Morbihan à Pontivy,2 place Bisson,,,56300,PONTIVY,"[-2.967485, 48.068517]",02 97 27 39 63,,,['56178 Pontivy']
51,permanence_juridique-56260-05,"[-2.74559, 47.646359]",56260,Point-justice - relais d'accès au droit Université de Bretagne Sud Vannes,"UBS, rue André Lwoff",,,56000,VANNES,"[-2.74559, 47.646359]",02 90 99 30 06,,,['56260 Vannes']
52,permanence_juridique-56066-01,"[-3.604853, 48.139757]",56066,Point-justice - France services,13 rue Jacques Rodallec,,,56110,GOURIN,"[-3.604853, 48.139757]",02 97 23 36 97,,,['56066 Gourin']
53,permanence_juridique-56075-01,"[-2.122286, 47.907125]",56075,Point-justice - France services,5 avenue du Général de Gaulle,,,56380,GUER,"[-2.122286, 47.907125]",02 97 22 56 57,,,['56075 Guer']
54,permanence_juridique-56013-01,"[-3.168625, 47.675734]",56013,Point-justice - relais d'accès au droit de Belz,"34 rue du Général de Gaulle, Mairie",,,56550,BELZ,"[-3.168625, 47.675734]",02 97 47 02 30,,,['56013 Belz']
55,permanence_juridique-56066-03,"[-3.606012, 48.14003]",56066,Point-justice - relais d'accès au droit de Gourin,"Mairie, 24 rue Jacques Rodallec",,,56110,GOURIN,"[-3.606012, 48.14003]",02 97 27 39 63,,,['56066 Gourin']
56,permanence_juridique-56057-02,"[-3.488449, 48.026953]",56057,Point-justice - relais d'accès au droit Le Faouët ,"Centre hospitalier, 36 rue des bergères",,,56320,LE FAOUET,"[-3.488449, 48.026953]",02 97 27 39 63,,,['56057 Le Faouët']
57,permanence_juridique-56091-02,"[-2.547871, 47.95404]",56091,Point-justice - France services,3 rue des remparts,,,56120,JOSSELIN,"[-2.547871, 47.95404]",02 97 22 24 90,,,['56091 Josselin']
58,permanence_juridique-56257-01,"[-2.53705, 48.098556]",56257,Point-justice - relais d'accès au droit La Trinité-Porhoët,"Relais des services publics, 4 rue Jean Moulin",,,56490,LA TRINITE PORHOET,"[-2.53705, 48.098556]",02 97 27 39 63,,,['56257 La Trinité-Porhoët']
59,permanence_juridique-56206-02,"[-2.735404, 47.690244]",56206,Point-justice - relais d'accès au droit de Saint Avé,"salle du Calvaire, derrière la Mairie, place de l'hôtel de Ville",,,56890,ST AVE,"[-2.735404, 47.690244]",02 97 47 02 30,,,['56206 Saint-Avé']
60,permanence_juridique-56008-01,"[-2.918404, 47.619943]",56008,Point-justice - relais d'accès au droit de Baden,"3 place Wheilheim, Mairie",,,56870,BADEN,"[-2.918404, 47.619943]",02 97 47 02 30,,,['56008 Baden']
61,permanence_juridique-56121-01,"[-3.365843, 47.741663]",56121,Point-justice - Point d'accès au droit de l’Association Boutique de droit à Lorient,38 rue Dupuy de Lôme,,,56100,LORIENT,"[-3.365843, 47.741663]",02 97 64 75 65,,,['56121 Lorient']
62,permanence_juridique-56260-02,"[-2.776017, 47.647531]",56260,Point-justice - relais d'accès au droit de Kercado,5 rue Guillo Dubodan,,,56000,VANNES,"[-2.776017, 47.647531]",02 97 01 63 80,,,['56260 Vannes']
63,permanence_juridique-56195-01,"[-2.299334, 47.519502]",56195,Point-justice - relais d'accès au droit de la Roche Bernard,"Mairie, place Louis Lévesque",,,56130,LA ROCHE BERNARD,"[-2.299334, 47.519502]",02 97 47 02 30,,,['56195 La Roche-Bernard']
64,permanence_juridique-56067-01,"[-2.855905, 47.7601]",56067,Point-justice - France services,Loc'h Info Services,67 rue du général de Gaulle,,56390,GRAND CHAMP,"[-2.855905, 47.7601]",02 97 47 02 30,mailto:lochinfoservices@gmvagglo.bzh,https://www.grandchamp.fr/loch-info-services,['56067 Grand-Champ']
65,permanence_juridique-56110-01,"[-3.270766, 48.039283]",56110,Point-justice - France services,14 rue Joseph Pérès,,,56160,GUEMENE SCORFF,"[-3.270766, 48.039283]",02 97 07 59 15,,,['56110 Lignol']
66,permanence_juridique-56010-01,"[-3.017069, 47.888461]",56010,Point-justice - relais d'accès au droit de Baud,"chemin de Kermarec, Maison de Services au public",,,56150,BAUD,"[-3.017069, 47.888461]",02 97 27 39 63,,,['56010 Baud']
67,permanence_juridique-56222-01,"[-2.717017, 47.845196]",56222,Point-justice - France services,27 rue de Rennes,,,56660,ST JEAN BREVELAY,"[-2.717017, 47.845196]",02 97 60 43 42,,,['56222 Saint-Jean-Brévelay']
68,permanence_juridique-56251-01,"[-2.650551, 47.625935]",56251,Point-justice - relais d'accès au droit de Theix,"Mairie, rue Jean Moulin",,,56450,THEIX,"[-2.650551, 47.625935]",02 97 47 02 30,,,['56251 Theix-Noyalo']
69,permanence_juridique-56260-01,"[-2.757548, 47.660491]",56260,Point-justice - Point d'accès au droit Association Maison du droit Vannes,22 avenue Victor Hugo,,,56000,VANNES,"[-2.757548, 47.660491]",02 97 01 63 80,,,['56260 Vannes']
70,permanence_juridique-56127-02,"[-2.283722, 48.084172]",56127,Point-justice - France services,1 place Henri Thébault,,,56430,MAURON,"[-2.283722, 48.084172]",02 97 22 91 62,,,['56127 Mauron']
71,permanence_juridique-56083-01,"[-3.275172, 47.806018]",56083,Point-justice - relais d'accès au droit d'Hennebont,13 place du Maréchal Foch,,,56700,HENNEBONT,"[-3.275172, 47.806018]",02 97 64 75 65,,,['56083 Hennebont']
72,permanence_juridique-56061-01,"[-2.134172, 47.766155]",56061,Point-justice - relais d'accès au droit La Gacilly,"Mairie, rue de l'hôtel de ville",,,56200,LA GACILLY,"[-2.134172, 47.766155]",02 97 27 39 63,,,['56061 La Gacilly']
73,permanence_juridique-56117-01,"[-2.830157, 47.885512]",56117,Point-justice - relais d'accès au droit de Locminé,"MSAP l'espace rural emploi formation, boulevard Duguesclin, 2 rue Yves Le Thiès",,,56500,LOCMINE,"[-2.830157, 47.885512]",02 97 27 39 63,,,['56117 Locminé']
74,permanence_juridique-56091-01,"[-2.548385, 47.953977]",56091,Point-justice - relais d'accès au droit Josselin,"Josselin communauté, 3 place des remparts",,,56120,JOSSELIN,"[-2.548385, 47.953977]",02 97 27 39 63,,,['56091 Josselin']
75,permanence_juridique-56121-05,"[-3.362844, 47.745722]",56121,Point-justice - relais d'accès au droit Tribunal judiciaire de Lorient,"Tribunal de grande insntance de Lorient, rue Maître Esvelin",,,56100,LORIENT,"[-3.362844, 47.745722]",02 97 64 67 49,,,['56121 Lorient']
76,permanence_juridique-56177-01,"[-3.009794, 47.776668]",56177,Point-justice - relais d'accès au droit de Pluvigner,"Mairie, place Saint-Michel",,,56330,PLUVIGNER,"[-3.009794, 47.776668]",02 97 47 02 30,,,['56177 Pluvigner']
77,permanence_juridique-56181-01,"[-3.355296, 47.708488]",56181,Point-justice - relais d'accès au droit de Port-Louis,"CCAS, place Notre-Dame",,,56290,PORT LOUIS,"[-3.355296, 47.708488]",02 97 64 75 65,,,['56181 Port-Louis']
78,permanence_juridique-56034-01,"[-3.085131, 47.585792]",56034,Point-justice - relais d'accès au droit de Carrnac,"46 rue Saint Cornély, CCAS",,,56340,CARNAC,"[-3.085131, 47.585792]",02 97 47 02 30,,,['56034 Carnac']
79,permanence_juridique-56165-01,"[-2.426506, 47.897738]",56165,Point-justice - relais d'accès au droit Ploermel,"Mairie, place de la Mairie",,,56800,PLOERMEL,"[-2.426506, 47.897738]",02 97 27 39 63,,,['56165 Ploërmel']
80,permanence_juridique-56121-02,"[-3.360937, 47.754855]",56121,Point-justice - relais d'accès au droit Bois du Château,Centre social 9 rue Jules Masenet,,,56100,LORIENT,"[-3.360937, 47.754855]",02 97 64 75 65,,,['56121 Lorient']
81,permanence_juridique-56260-03,"[-2.74945, 47.664949]",56260,Point-justice - relais d'accès au droit Centre Hospitalier Bretagne Atlantique Vannes,"CHBA Vannes, 20 boulevard Général Guillaudot",,,56000,VANNES,"[-2.74945, 47.664949]",02 90 99 30 06,,,['56260 Vannes']
82,permanence_juridique-56053-01,"[-2.590815, 47.73087]",56053,Point-justice - relais d'accès au droit d'Elven,"Mairie, place de Verdun",,,56250,ELVEN,"[-2.590815, 47.73087]",02 97 47 02 30,,,['56053 Elven']
83,permanence_juridique-56121-04,"[-3.393653, 47.741986]",56121,Point-justice - relais d'accès au droit Kervénanec Lorient,rue Maurice Thorez,,,56100,LORIENT,"[-3.393653, 47.741986]",02 97 64 75 65,,,['56121 Lorient']
84,permanence_juridique-56186-01,"[-3.120937, 47.481681]",56186,Point-justice - relais d'accès au droit de Quiberon,7 rue de Verdun,,,56170,QUIBERON,"[-3.120937, 47.481681]",02 97 47 02 30,,,['56186 Quiberon']
85,permanence_juridique-56057-01,"[-3.489447, 48.032011]",56057,Point-justice - relais d'accès au droit Le Faouët,9 rue Victor-Robic,,,56320,LE FAOUET,"[-3.489447, 48.032011]",02 97 64 67 49,,,['56057 Le Faouët']
86,permanence_juridique-56162-01,"[-3.424351, 47.729445]",56162,Point-justice - relais d'accès au droit de Kerpape,92 rue de l'Anse du Stole,,,56270,PLOEMEUR,"[-3.424351, 47.729445]",02 97 64 75 65,,,['56162 Ploemeur']
87,permanence_juridique-56260-04,"[-2.761476, 47.656126]",56260,Point-justice - relais d'accès au droit tribunal judiciaire de Vannes,"Tribunal de grande instance, 22 place de la République",,,56000,VANNES,"[-2.761476, 47.656126]",02 97 56 78 22,,,['56260 Vannes']
88,permanence_juridique-56073-01,"[-3.201874, 48.069065]",56073,Point-justice - relais d'accès au droit de Guéméné sur Scorff,"Centre hospitalier Alfred Brard, rue Emile Maz",,,56160,GUEMENE SUR SCORFF,"[-3.201874, 48.069065]",02 97 27 39 63,,,['56073 Guémené-sur-Scorff']
89,permanence_juridique-56007-01,"[-3.010015, 47.668367]",56007,Point-justice - Point d'accès au droit Auray Quiberon Terre Atlantique à Auray,"Porte Océane, 17 rue du Danemark",,,56400,AURAY,"[-3.010015, 47.668367]",02 90 99 30 06,,,['56007 Auray']
90,permanence_juridique-56124-01,"[-2.402072, 47.801763]",56124,Point-justice - relais d'accès au droit Malestroit,"Pépinière Tertiaire, PA Tirpen",,,56140,MALESTROIT,"[-2.402072, 47.801763]",02 97 27 39 63,,,['56124 Malestroit']
91,permanence_juridique-59067-01,"[2.439003, 50.970784]",59067,Point-justice - relais d'accès au droit du Centre Communal d'action sociale de Bergues,avenue de la Liberté,,,59380,BERGUES,"[2.439003, 50.970784]",03 28 65 93 80,,,['59067 Bergues']
92,permanence_juridique-59560-01,"[3.011047, 50.550689]",59560,Point-justice - Point d'accès au droit de la Clinique de Seclin,allée du Bois de l'Hôpital,,,59113,SECLIN,"[3.011047, 50.550689]",03 20 62 38 63,,,['59560 Seclin']
93,permanence_juridique-59449-01,"[3.241862, 50.474403]",59449,Point-justice - relais d'accès au droit de la Mairie d'Orchies,place du Général de Gaulle,,,59310,ORCHIES,"[3.241862, 50.474403]",,,,['59449 Orchies']
94,permanence_juridique-59527-01,"[3.049924, 50.661016]",59527,Point-justice - Point d’accès au droit de Saint-André,"Mairie 89, rue du Général Leclerc",,,59871,ST ANDRE,"[3.049924, 50.661016]",03 20 63 07 50,,,['59527 Saint-André-lez-Lille']
95,permanence_juridique-59477-01,"[2.91471, 50.512206]",59477,Point-justice - relais d'accès au droit de la mairie de Provin,"40, rue Nationale",,,59185,PROVIN,"[2.91471, 50.512206]",03 20 86 48 04,,,['59477 Provin']
96,permanence_juridique-59131-01,"[2.372263, 50.998456]",59131,Point-justice - Point d'accès au droit du Centre de soins Le nombre d'Or de Cappelle La Grande,229 avenue du Gal de Gaulle,,,59180,CAPPELLE LA GRANDE,"[2.372263, 50.998456]",03 28 24 40 60,,,['59131 Cappelle-la-Grande']
97,permanence_juridique-59606-01,"[3.520031, 50.357261]",59606,Point-justice - relais d'accès au droit de la maison de l'avocat de Valenciennes,21 rue Capron,,,59300,VALENCIENNES,"[3.520031, 50.357261]",03 27 42 71 44,,,['59606 Valenciennes']
98,permanence_juridique-59507-01,"[3.077576, 50.605854]",59507,Point-justice - relais d'accès au droit de la mairie de Ronchin,"650, avenue Jean Jaurès",,,59790,RONCHIN,"[3.077576, 50.605854]",03 20 16 60 00,,,['59507 Ronchin']
99,permanence_juridique-59249-01,"[4.04027, 50.015507]",59249,Point-justice - Point d’accès au droit de Fourmies,"1, place Georges Coppeaux",,,59610,FOURMIES,"[4.04027, 50.015507]",03 27 59 99 00,,,['59249 Fourmies']
100,permanence_juridique-59043-01,"[2.747354, 50.752419]",59043,Point-justice - Point d'accès au droit de l'Etablissement Public de Santé Mentale de Bailleult,170 route de Locre,,,59270,BAILLEUL,"[2.747354, 50.752419]",03 28 43 45 46,,,['59043 Bailleul']
101,permanence_juridique-59346-01,"[3.112862, 50.616892]",59346,Point-justice - Point d'accès au droit d'Hellemmes,Espace citoyen 118 rue Roger Salengro,,,59260,HELLEMMES,"[3.112862, 50.616892]",03 62 26 08 32,,,['59346 Lezennes']
102,permanence_juridique-59350-02,"[3.069062, 50.635628]",59350,Point-justice - relais d'accès au droit de la maison des Ados de Lille,1 rue Saint-Genois (entrée rue Saint-Anne),,,59000,LILLE,"[3.069062, 50.635628]",03 20 06 26 26,,,['59350 Lille']
103,permanence_juridique-59009-01,"[3.132032, 50.61904]",59009,Point-justice - Point d’accès au droit Maison de la médiation  de Villeneuve d'Ascq,"72, Chaussée de l’Hôtel de ville",,,59650,VILLENEUVE D ASCQ,"[3.132032, 50.61904]",03 28 80 02 80,,,"[""59009 Villeneuve-d'Ascq""]"
104,permanence_juridique-59512-01,"[3.174188, 50.690493]",59512,Point-justice - relais d'accès au droit de la Maison de l'Habitat de Roubaix,Maison de l'habitat,9/11 rue des Fabriquants,,59100,ROUBAIX,"[3.174188, 50.690493]",03 20 66 48 59,,,['59512 Roubaix']
105,permanence_juridique-59299-01,"[3.198286, 50.665503]",59299,Point-justice - Point d’accès au droit de Hem,Maison de l’Emploi et des Services Publics – Parvis Berthelot,,,59510,HEM,"[3.198286, 50.665503]",03 20 66 58 11,,,['59299 Hem']
106,permanence_juridique-59421-01,"[3.140618, 50.701617]",59421,Point-justice - relais d'accès au droit de la mairie de Mouvaux,"42, Bd Carnot",,,59420,MOUVAUX,"[3.140618, 50.701617]",03 20 76 27 27,,,['59421 Mouvaux']
107,permanence_juridique-59183-01,"[2.397317, 51.037358]",59183,Point-justice - Point d'accès au droit du Centre de soins La Tonnellle de Dunkerque,967 avenue de Rosendaël – Jacques Collache,,,59385,DUNKERQUE,"[2.397317, 51.037358]",03 28 20 99 70,,,['59183 Dunkerque']
108,permanence_juridique-59410-01,"[3.1141, 50.64594]",59410,Point-justice - relais d'accès au droit de la mairie de Mons-en-Baroeul,"Centre social Imagine, 22 boulevard Pierre Mendès France",,,59370,MONS EN BAROEUL,"[3.1141, 50.64594]",03 20 33 24 03,,,['59410 Mons-en-Barœul']
109,permanence_juridique-59599-01,"[3.18017, 50.743965]",59599,Point-justice - Point d'accès au droit de l'Hôpital Gustave Dron à Tourcoing,155 rue du Président Coty,,,59200,TOURCOING,"[3.18017, 50.743965]",03 62 59 00 68,,,['59599 Tourcoing']
110,permanence_juridique-59295-01,"[2.538944, 50.724675]",59295,Point-justice - Point d'accès au droit de Flandre intérieure,5 rue Donckèle 1er étage,,,59190,HAZEBROUCK,"[2.538944, 50.724675]",03 28 43 44 23,,,['59295 Hazebrouck']
111,permanence_juridique-59178-01,"[3.06152, 50.383447]",59178,Point-justice - relais d'accès au droit association Deux Mains Ensemble de Douai,370 rue de Lauwin Planque,,,59500,DOUAI,"[3.06152, 50.383447]",03 27 94 05 79,,,['59178 Douai']
112,permanence_juridique-59052-01,"[2.896941, 50.514921]",59052,Point-justice - relais d'accès au droit de la mairie de Bauvin,33 rue Jean Jaurès,,,59221,BAUVIN,"[2.896941, 50.514921]",03 20 18 11 11,,,['59052 Bauvin']
